username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
DallasPD;2014-10-30 01:32;0;0;"@BronaghTumulty @VTStatePolice We have not.";;@BronaghTumulty @VTStatePolice;;"527634089214361600";https://twitter.com/DallasPD/status/527634089214361600
DallasPD;2014-10-30 01:26;0;0;"In case you missed it, @VTStatePolice just answered #trivia question #8 but has deleted it. We are still looking for a #winner!";;@VTStatePolice;#trivia #8 #winner;"527632485455101955";https://twitter.com/DallasPD/status/527632485455101955
DallasPD;2014-10-30 01:24;0;3;"Thanks @VTStatePolice 4 participating in #WinningWednesday #trivia, but don't you think your a little 2 far to pick up #NASCAR tickets? : )";;@VTStatePolice;#WinningWednesday #trivia #NASCAR;"527631994591535104";https://twitter.com/DallasPD/status/527631994591535104
DallasPD;2014-10-30 01:04;0;1;"@Nancsue @Balch_Springspd Good answer, but not the correct. Keep following for more #trivia questions!";;@Nancsue @Balch_Springspd;#trivia;"527627145397276672";https://twitter.com/DallasPD/status/527627145397276672
DallasPD;2014-10-30 01:04;0;0;"@PascalFortran @Balch_Springspd Good answer, but not the correct. Keep following for more #trivia questions!";;@PascalFortran @Balch_Springspd;#trivia;"527627109154316292";https://twitter.com/DallasPD/status/527627109154316292
DallasPD;2014-10-30 01:01;1;3;"#Trivia ? #8: Who was the 1st female police officer for @DallasPD? #WinningWednesday @Balch_Springspd";;@DallasPD @Balch_Springspd;#Trivia #8 #WinningWednesday;"527626195664248833";https://twitter.com/DallasPD/status/527626195664248833
DallasPD;2014-10-30 00:58;0;0;"@mvelazquez1982 Not fast enough, but it is correct! Continue 2 follow for more trivia questions! Don't 4get to also follow @Balch_Springspd";;@mvelazquez1982 @Balch_Springspd;;"527625680092028928";https://twitter.com/DallasPD/status/527625680092028928
DallasPD;2014-10-30 00:57;0;0;"@MicahThurston @Balch_Springspd Correct! Please private message us for instructions to pick up your tickets.";;@MicahThurston @Balch_Springspd;;"527625395252641792";https://twitter.com/DallasPD/status/527625395252641792
DallasPD;2014-10-30 00:57;0;0;"@karincrosby @Balch_Springspd Good answer, but not the correct. Keep following for more #trivia questions!";;@karincrosby @Balch_Springspd;#trivia;"527625215400886273";https://twitter.com/DallasPD/status/527625215400886273
DallasPD;2014-10-30 00:56;0;0;"@RubiLynn Good answer, but not the correct. Keep following for more #trivia questions!";;@RubiLynn;#trivia;"527625158341574656";https://twitter.com/DallasPD/status/527625158341574656
DallasPD;2014-10-29 21:57;0;1;"#Trivia ? #7 List the 3 primetime TV series that featured members of the Dallas Police Department. #WinningWednesday @Balch_Springspd";;@Balch_Springspd;#Trivia #7 #WinningWednesday;"527580127467929600";https://twitter.com/DallasPD/status/527580127467929600
DallasPD;2014-10-29 21:56;0;0;"Answer #trivia ? #6: Jack Evans served a 2yr term as mayor for the city in 1981. #WinningWednesday @Balch_Springspd";;@Balch_Springspd;#trivia #6 #WinningWednesday;"527579752161615872";https://twitter.com/DallasPD/status/527579752161615872
DallasPD;2014-10-29 21:54;0;0;"@RobbieJoyceJ @Balch_Springspd Not fast enough, but it is correct! Continue 2 follow for more trivia questions! Don't 4get to also follow";;@RobbieJoyceJ @Balch_Springspd;;"527579363689373696";https://twitter.com/DallasPD/status/527579363689373696
DallasPD;2014-10-29 21:54;0;0;"@RyanWoodDFW @Balch_Springspd Correct! Please private message us for instructions to pick up your tickets.";;@RyanWoodDFW @Balch_Springspd;;"527579241333133312";https://twitter.com/DallasPD/status/527579241333133312
DallasPD;2014-10-29 21:49;0;0;"More Treats, Less Tricks http://youtu.be/6LUKsNIMHc8?list=UUpeNXxzH1oRTWK9JOap1PyQ … http://fb.me/3iUZMN6s6";;;;"527577911755567104";https://twitter.com/DallasPD/status/527577911755567104
DallasPD;2014-10-29 21:47;0;1;"#Trivia ? #6: Who was Dallas Police Headquarters named after & what was his role with the city? #WinningWednesday @Balch_Springspd";;@Balch_Springspd;#Trivia #6 #WinningWednesday;"527577376361050112";https://twitter.com/DallasPD/status/527577376361050112
DallasPD;2014-10-29 21:45;1;2;"We still have tickets to #NASCAR Nationwide Series! Be the 1st person to get our #trivia questions correct & win a pair! #WinningWednesday";;;#NASCAR #trivia #WinningWednesday;"527577088287834112";https://twitter.com/DallasPD/status/527577088287834112
DallasPD;2014-10-29 21:42;0;2;"Answer #trivia ? #5:Police Headquarters was previously located at 2014 Main St. The dept moved to it’s new location in March of 2003.";;;#trivia #5;"527576339701063680";https://twitter.com/DallasPD/status/527576339701063680
DallasPD;2014-10-29 21:40;0;1;"@DougSullivant @Balch_Springspd Correct! Please private message us for instructions to pick up your tickets.";;@DougSullivant @Balch_Springspd;;"527575718755328000";https://twitter.com/DallasPD/status/527575718755328000
DallasPD;2014-10-29 21:40;0;1;"@RobbieJoyceJ @Balch_Springspd Good answer, but not the correct. Keep following for more #trivia questions!";;@RobbieJoyceJ @Balch_Springspd;#trivia;"527575611012030466";https://twitter.com/DallasPD/status/527575611012030466
DallasPD;2014-10-29 21:13;0;2;"#Trivia ? #5:Before relocating to 1400 S. Lamar, what was the previous address of DPD Headquarters? #WinningWednesday @Balch_Springspd";;@Balch_Springspd;#Trivia #5 #WinningWednesday;"527568987341987840";https://twitter.com/DallasPD/status/527568987341987840
DallasPD;2014-10-29 21:09;0;4;"Winner to #trivia question #4 is @WesCantrellTX @DallasPD celebrated its 11th Consecutive year of crime reduction. #WinningWednesday";;@WesCantrellTX @DallasPD;#trivia #4 #WinningWednesday;"527567913826672640";https://twitter.com/DallasPD/status/527567913826672640
DallasPD;2014-10-29 21:06;0;0;"@WesCantrellTX @1500Marilla @Balch_Springspd Correct! Please private message us for instructions to pick up your tickets.";;@WesCantrellTX @1500Marilla @Balch_Springspd;;"527567205601652736";https://twitter.com/DallasPD/status/527567205601652736
DallasPD;2014-10-29 21:06;0;0;"@its_sam_bro @1500Marilla @Balch_Springspd Good answer, but not the correct. Keep following for more #trivia questions!";;@its_sam_bro @1500Marilla @Balch_Springspd;#trivia;"527567114593648641";https://twitter.com/DallasPD/status/527567114593648641
DallasPD;2014-10-29 21:06;0;0;"@newsofifunny22 @1500Marilla @Balch_Springspd Good answer, but not the correct. Keep following for more #trivia questions!";;@newsofifunny22 @1500Marilla @Balch_Springspd;#trivia;"527567078895923200";https://twitter.com/DallasPD/status/527567078895923200
DallasPD;2014-10-29 21:05;0;1;"@RobbieJoyceJ @TXMotorSpeedway Good answer, but not the correct one.";;@RobbieJoyceJ @TXMotorSpeedway;;"527566930233024512";https://twitter.com/DallasPD/status/527566930233024512
DallasPD;2014-10-29 21:00;2;0;"Still no winner to #trivia question #4. Tickets are for #NASCAR Nationwide Series @TXMotorSpeedway on Sat, November 1st. #WinningWednesday";;@TXMotorSpeedway;#trivia #4 #NASCAR #WinningWednesday;"527565749293187073";https://twitter.com/DallasPD/status/527565749293187073
DallasPD;2014-10-29 20:59;0;1;"@Epane81 Be sure to message @Balch_Springspd";;@Epane81 @Balch_Springspd;;"527565300490051584";https://twitter.com/DallasPD/status/527565300490051584
DallasPD;2014-10-29 20:34;0;1;"@RobbieJoyceJ Forgot to tell you, tickets can be picked up from 8a-5p tomorrow and Friday.";;@RobbieJoyceJ;;"527559064192946176";https://twitter.com/DallasPD/status/527559064192946176
DallasPD;2014-10-29 20:31;0;0;"@joeguillory @DPDChief @Balch_Springspd Just did!";;@joeguillory @DPDChief @Balch_Springspd;;"527558427330236416";https://twitter.com/DallasPD/status/527558427330236416
DallasPD;2014-10-29 20:28;0;0;"@RobbieJoyceJ @Balch_Springspd You can the Media Relations off at 214-671-4065";;@RobbieJoyceJ @Balch_Springspd;;"527557582320566272";https://twitter.com/DallasPD/status/527557582320566272
DallasPD;2014-10-29 20:27;0;1;"#Trivia ? #4: @1500Marilla & @DallasPD recently celebrated how many consecutive years of crime reduction? #WinningWednesday @Balch_Springspd";;@1500Marilla @DallasPD @Balch_Springspd;#Trivia #4 #WinningWednesday;"527557379689553920";https://twitter.com/DallasPD/status/527557379689553920
DallasPD;2014-10-29 20:26;2;2;"Chief on the Beat on Lamar http://fb.me/1Pc6tyTQh";;;;"527557145873891328";https://twitter.com/DallasPD/status/527557145873891328
DallasPD;2014-10-29 20:10;0;2;"#Trivia answer #3: @DallasPD received the honor frm http://MPHProgramsList.com in 2013. http://goo.gl/8yS8ox #triviapic.twitter.com/a9bMyrJs28";;@DallasPD;#Trivia #3 #triviapic;"527553123384971265";https://twitter.com/DallasPD/status/527553123384971265
DallasPD;2014-10-29 20:05;0;0;"@Will_Daniell_ Not fast enough, but it is correct! Continue 2 follow for more trivia questions! Don't 4get to also follow @Balch_Springspd";;@Will_Daniell_ @Balch_Springspd;;"527551715554246657";https://twitter.com/DallasPD/status/527551715554246657
DallasPD;2014-10-29 20:04;0;0;"@DerekJT31 Right article, but wrong year. Continue 2 follow for more trivia questions! Don't 4get to also follow @Balch_Springspd";;@DerekJT31 @Balch_Springspd;;"527551628488896513";https://twitter.com/DallasPD/status/527551628488896513
DallasPD;2014-10-29 20:03;0;0;"@DallasScanner Not fast enough, but it is correct! Continue 2 follow for more trivia questions! Don't 4get to also follow @Balch_Springspd";;@DallasScanner @Balch_Springspd;;"527551301278658560";https://twitter.com/DallasPD/status/527551301278658560
DallasPD;2014-10-29 20:02;0;0;"@owlsfan954 Not fast enough, but it is correct! Continue 2 follow for more #trivia questions! Don't 4get to also follow @Balch_Springspd";;@owlsfan954 @Balch_Springspd;#trivia;"527551188565123072";https://twitter.com/DallasPD/status/527551188565123072
DallasPD;2014-10-29 19:59;0;0;"@RobbieJoyceJ Correct! Please private message us for instructions to pick up your tickets. #WinningWednesday @Balch_Springspd";;@RobbieJoyceJ @Balch_Springspd;#WinningWednesday;"527550195425632256";https://twitter.com/DallasPD/status/527550195425632256
DallasPD;2014-10-29 19:25;1;1;"#Trivia Question #3:What year was @DallasPD voted #1 as being the Most #SocialMedia Friendly Police Depts in America’s Largest Cities?";;@DallasPD;#Trivia #3 #1 #SocialMedia;"527541638248148992";https://twitter.com/DallasPD/status/527541638248148992
DallasPD;2014-10-29 19:20;0;0;"@BmMenefield @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@BmMenefield @Balch_Springspd;#trivia;"527540402497155072";https://twitter.com/DallasPD/status/527540402497155072
DallasPD;2014-10-29 19:19;0;0;"@re_starkey @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@re_starkey @Balch_Springspd;#trivia;"527540340702457856";https://twitter.com/DallasPD/status/527540340702457856
DallasPD;2014-10-29 19:19;0;0;"@DallasScanner @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@DallasScanner @Balch_Springspd;#trivia;"527540303717076992";https://twitter.com/DallasPD/status/527540303717076992
DallasPD;2014-10-29 19:18;0;1;"The winner to #trivia question #2 is @Danhubb1986 ! Continue 2 follow for more trivia questions! Don't 4get to also follow @Balch_Springspd";;@Danhubb1986 @Balch_Springspd;#trivia #2;"527539991581188096";https://twitter.com/DallasPD/status/527539991581188096
DallasPD;2014-10-29 19:15;0;0;"@Danhubb1986 @Balch_Springspd Correct! Please private message us for instructions to pick up your tickets.";;@Danhubb1986 @Balch_Springspd;;"527539204201275392";https://twitter.com/DallasPD/status/527539204201275392
DallasPD;2014-10-29 19:13;0;0;"@DerekJT31 @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@DerekJT31 @Balch_Springspd;#trivia;"527538850210381824";https://twitter.com/DallasPD/status/527538850210381824
DallasPD;2014-10-29 19:13;0;0;"@atty_taboada @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@atty_taboada @Balch_Springspd;#trivia;"527538811652173825";https://twitter.com/DallasPD/status/527538811652173825
DallasPD;2014-10-29 19:12;0;1;"The individual in distress at Maham/Midpark has been taken into custody.";;;;"527538585482715136";https://twitter.com/DallasPD/status/527538585482715136
DallasPD;2014-10-29 18:58;0;1;"@RobbieJoyceJ @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@RobbieJoyceJ @Balch_Springspd;#trivia;"527534957040652288";https://twitter.com/DallasPD/status/527534957040652288
DallasPD;2014-10-29 18:58;0;0;"@lbesaw847 @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@lbesaw847 @Balch_Springspd;#trivia;"527534922924175360";https://twitter.com/DallasPD/status/527534922924175360
DallasPD;2014-10-29 18:58;0;0;"@RyanWoodDFW @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@RyanWoodDFW @Balch_Springspd;#trivia;"527534893299806208";https://twitter.com/DallasPD/status/527534893299806208
DallasPD;2014-10-29 18:56;6;3;"SWAT is currently working an incident at Maham/Midpark regarding an individual in distress.";;;;"527534410753536000";https://twitter.com/DallasPD/status/527534410753536000
DallasPD;2014-10-29 18:10;0;1;"Here's a tough one! #Trivia Question #2: What year did @DallasPD switch to black & white squad cars? @Balch_Springspd #WinningWednesday";;@DallasPD @Balch_Springspd;#Trivia #2 #WinningWednesday;"527522863226433536";https://twitter.com/DallasPD/status/527522863226433536
DallasPD;2014-10-29 18:05;1;1;"@Balch_Springspd The #winner is @joeguillory! @DPDChief joined @DallasPD in August of 1983 for a total of 31yrs. #trivia #WinningWednesday";;@Balch_Springspd @joeguillory @DPDChief @DallasPD;#winner #trivia #WinningWednesday;"527521520973672448";https://twitter.com/DallasPD/status/527521520973672448
DallasPD;2014-10-29 18:02;0;0;"@joeguillory @DPDChief @Balch_Springspd That's correct! Please private message us for instructions on how to claim your tickets.";;@joeguillory @DPDChief @Balch_Springspd;;"527520838744932352";https://twitter.com/DallasPD/status/527520838744932352
DallasPD;2014-10-29 18:01;0;0;"@Danhubb1986 @DPDChief @Balch_Springspd Good answer, but not correct. Keep following for more #trivia questions!";;@Danhubb1986 @DPDChief @Balch_Springspd;#trivia;"527520641524576256";https://twitter.com/DallasPD/status/527520641524576256
DallasPD;2014-10-29 18:01;0;1;"@RobbieJoyceJ @DPDChief @Balch_Springspd Good answer, but not the correct. Keep following for more #trivia questions!";;@RobbieJoyceJ @DPDChief @Balch_Springspd;#trivia;"527520553389658112";https://twitter.com/DallasPD/status/527520553389658112
DallasPD;2014-10-29 18:00;0;1;"@Who_Lee_On @DPDChief @Balch_Springspd Good answer, but not the correct. Keep following for more #trivia questions!";;@Who_Lee_On @DPDChief @Balch_Springspd;#trivia;"527520392475197443";https://twitter.com/DallasPD/status/527520392475197443
DallasPD;2014-10-29 17:16;3;2;"#Trivia Question #1 for #WinningWednesday is: 1. How long has @DPDChief David O. Brown been with @DallasPD? @Balch_Springspd";;@DPDChief @DallasPD @Balch_Springspd;#Trivia #1 #WinningWednesday;"527509397644140544";https://twitter.com/DallasPD/status/527509397644140544
DallasPD;2014-10-29 17:13;3;2;".@Balch_Springspd will be giving away 3 sets of tickets, so be sure to follow them to! #WinningWednesday #trivia";;@Balch_Springspd;#WinningWednesday #trivia;"527508636948389888";https://twitter.com/DallasPD/status/527508636948389888
DallasPD;2014-10-29 17:13;1;2;"The tickets can be picked up tomorrow and Friday @DallasPD headquarters located at 1400 S. Lamar. #trivia #WinningWednesdays";;@DallasPD;#trivia #WinningWednesdays;"527508487207522306";https://twitter.com/DallasPD/status/527508487207522306
DallasPD;2014-10-29 17:11;2;4;"There will be 8 #trivia questions for a set of 2 tickets & 1 set of 4. The race is Nov 1 and 2 . #trivia #WinningWednesday";;;#trivia #trivia #WinningWednesday;"527508031794208769";https://twitter.com/DallasPD/status/527508031794208769
DallasPD;2014-10-29 17:09;4;2;"1st person who tweets back the correct answer wins free tickets to #NASCAR Nationwide Series @TXMotorSpeedway this wkend. @Balch_Springspd";;@TXMotorSpeedway @Balch_Springspd;#NASCAR;"527507482445242368";https://twitter.com/DallasPD/status/527507482445242368
DallasPD;2014-10-29 17:07;1;2;".@Balch_Springspd will be joining us on #Twitter and tweeting #trivia questions throughout the day. #WinningWednesday #trivia";;@Balch_Springspd;#Twitter #trivia #WinningWednesday #trivia;"527506928977444864";https://twitter.com/DallasPD/status/527506928977444864
DallasPD;2014-10-29 17:05;1;2;"The most recent donation is from @AAAnews. The department appreciates their generiosity. #WinningWednesday #trivia @Balch_Springspd";;@AAAnews @Balch_Springspd;#WinningWednesday #trivia;"527506412239204352";https://twitter.com/DallasPD/status/527506412239204352
DallasPD;2014-10-29 17:03;1;3;". @DPDChief along with @Balch_Springspd would like to give back to the city with its most recent donation. #trivia #WinningWednesday";;@DPDChief @Balch_Springspd;#trivia #WinningWednesday;"527506051029925889";https://twitter.com/DallasPD/status/527506051029925889
DallasPD;2014-10-29 17:02;3;3;"It's #WinningWednesday! On occasion the department receives ticket donations for events in the area. #trivia @Balch_Springspd";;@Balch_Springspd;#WinningWednesday #trivia;"527505882100539392";https://twitter.com/DallasPD/status/527505882100539392
DallasPD;2014-10-29 14:04;3;1;"Shooting - 3128 Forest Lane http://fb.me/6P3l65Klv";;;;"527460980473995264";https://twitter.com/DallasPD/status/527460980473995264
DallasPD;2014-10-29 13:58;3;2;"Volunteer Opportunity! Commit 1hr a week to a student @dallasschools Bushman, Marsalis, and Pease. #ReadingPartners http://readingpartners.org/how-you-can-help/volunteer/ …";;@dallasschools;#ReadingPartners;"527459562149138432";https://twitter.com/DallasPD/status/527459562149138432
DallasPD;2014-10-28 20:07;3;6;"Congratulations to our Sex Offender Registration Squad! DNA Efforts by SOR Solve Cold Case http://wp.me/p43x0e-1ak via @DallasPD";;@DallasPD;;"527189954695135232";https://twitter.com/DallasPD/status/527189954695135232
DallasPD;2014-10-28 11:34;9;3;"Trick-or-Treating Safety Tips from @NextDoor. Be sure to check out the NextDoor Treat Map to see who is giving... http://fb.me/1nTVFUdo9";;@NextDoor;;"527060958955724800";https://twitter.com/DallasPD/status/527060958955724800
DallasPD;2014-10-28 11:15;0;2;"Everyone is welcomed! "Chief on the Beat" Crime Prevention & Health Fair will be held for the 1st time at Jack... http://fb.me/1pyUTwMsC";;;;"527056171057033216";https://twitter.com/DallasPD/status/527056171057033216
DallasPD;2014-10-27 21:17;3;6;"Update: Critical Missing Evelyn Annett Davis has been safely located. http://fb.me/4enEu0thH";;;;"526845076421758976";https://twitter.com/DallasPD/status/526845076421758976
DallasPD;2014-10-27 18:43;8;1;"Critical Missing http://fb.me/3sl5HYPlk";;;;"526806527932653569";https://twitter.com/DallasPD/status/526806527932653569
DallasPD;2014-10-27 17:51;6;4;"Upcoming Technologies for Officers and Citizenshttp://fb.me/3AHGYLXWp";;;;"526793337752518656";https://twitter.com/DallasPD/status/526793337752518656
DallasPD;2014-10-27 17:23;0;0;"The Public Safety meeting has concluded.";;;;"526786356677476352";https://twitter.com/DallasPD/status/526786356677476352
DallasPD;2014-10-27 17:09;2;3;"Since the #Ebola incident the dept has put out Training Bulletins. Recently, a video with Dr. Alex Eastman was made w/info for officers.";;;#Ebola;"526782665551519744";https://twitter.com/DallasPD/status/526782665551519744
DallasPD;2014-10-27 16:59;0;0;"And to prevent, to the extent possible, the contamination of any communicable diseases to ALL of our employees.";;;;"526780241386405888";https://twitter.com/DallasPD/status/526780241386405888
DallasPD;2014-10-27 16:59;0;0;"The purpose of the G.O. Is to establish Departmental guidelines regarding the reporting of exposure to certain communicable diseases.";;;;"526780165666664448";https://twitter.com/DallasPD/status/526780165666664448
DallasPD;2014-10-27 16:58;0;2;"Asst. Chief Lawrence is up next discussing Communicable Diseases General Orders 438.00.pic.twitter.com/kbYB01YiXT";;;;"526780045579550720";https://twitter.com/DallasPD/status/526780045579550720
DallasPD;2014-10-27 16:47;0;0;"@steveplunkett Ensure the legitimacy of the public's interest in the actions and expectations of its police department are understood."";;@steveplunkett;;"526777198880251904";https://twitter.com/DallasPD/status/526777198880251904
DallasPD;2014-10-27 16:47;0;2;"OIS Website Report will contain date, location, suspect disposition, ethnicity, gender, weapon, and Grand Jury action.";;;;"526777105317908480";https://twitter.com/DallasPD/status/526777105317908480
DallasPD;2014-10-27 16:46;0;0;"@steveplunkett Adopt policies, training and investigative procedures reflecting nationally recognized best practices.";;@steveplunkett;;"526777053535035392";https://twitter.com/DallasPD/status/526777053535035392
DallasPD;2014-10-27 16:46;0;0;"@steveplunkett Be open and forthright regarding incidents of deadly force.";;@steveplunkett;;"526776898538721280";https://twitter.com/DallasPD/status/526776898538721280
DallasPD;2014-10-27 16:45;0;0;"@steveplunkett Demonstrate a commitment to the preservation of life as a guiding principle in policy and training.";;@steveplunkett;;"526776772868984832";https://twitter.com/DallasPD/status/526776772868984832
DallasPD;2014-10-27 16:43;0;2;"Ensure the legitimacy of the public's interest in the actions and expectations of its police department are understood."";;;;"526776306449780736";https://twitter.com/DallasPD/status/526776306449780736
DallasPD;2014-10-27 16:42;0;2;"Adopt policies, training and investigative procedures reflecting nationally recognized best practices.";;;;"526775989691777025";https://twitter.com/DallasPD/status/526775989691777025
DallasPD;2014-10-27 16:41;0;2;"Be open and forthright regarding incidents of deadly force.";;;;"526775736292880384";https://twitter.com/DallasPD/status/526775736292880384
DallasPD;2014-10-27 16:41;0;2;"Demonstrate a commitment to the preservation of life as a guiding principle in policy and training.";;;;"526775686326140928";https://twitter.com/DallasPD/status/526775686326140928
DallasPD;2014-10-27 16:39;0;2;"From @DPDChief: "The trust of the citizens of Dallas is hard to earn but easy to lose, therefore, the department will continue to:";;@DPDChief;;"526775303017095169";https://twitter.com/DallasPD/status/526775303017095169
DallasPD;2014-10-27 16:37;0;1;"The information on these website reports will be updated quarterly.";;;;"526774758655143936";https://twitter.com/DallasPD/status/526774758655143936
